FACLID21	JURDID	STATE	COUNTY	FACLNAME	STRATUM	WEIGHT	CONFPOP	V19	NCONPOP	V21	TOTPOP	V23	NONCIT	V25	QWKNDR	WEEKNDR	V28	ADMALE	V30	ADFEML	V32	JUVMALE	V34	JUVFEML	V36	TOTGEND	V38	JUVADS	V40	CONVMALE	V42	CONVFML	V44	UNCONVML	V46	UNCONVFM	V48	TOTADCNV	V50	WHITE	V52	BLACK	V54	HISP	V56	AMINDALK	V58	ASIAN	V60	HAWPAC	V62	TWORACE	TWORACEF	RACESPEC	OTRACE	V65	RACEDK	RACEDKF	TOTRACE	V67	MARSHAL	V69	FBOP	V69F	ICE	V69I	BIA	V69B	OTRSPEC	OTRAUTH	V69OF	YOURST	V71	OTRST	V73	LOCSTATE	V75	LOCOTRST	V77	TOTAUTH	V79	ADMITS	V82	DSCGH	V85	PEAKDATE	DAYINMT	V87	ADP	V89	RATCAP	V91	ELECMON	V93	HOMDTN	V95	COMMSVC	V97	DAYRPTG	V99	PRETSUP	V101	WKPROG	V103	DRUGPROG	V105	PROGSPEC	OTRPROG	V108	TOTNONCF	V110	ADMLNCNF	V112	ADFMNCNF	V114	JVMLNCNF	V116	JVFMNCNF	V118	NCNFGNDR	V120	CONVNCNF	V122	UNCNVNCF	V124	TOTCNVST	V126	NCONPOP2
472101001061000000000	472101001	47	ALEXANDRIA CITY	ALEXANDRIA CITY DETENTION CENTER	2	2.4167	452	0	1	0	453	0	147	0	1	20	0	408	0	44	0	0	0	0	0	452	0	0	0	349	0	36	0	59	0	8	0	452	0	84	0	240	0	120	0	0	0	6	0	0	0	2	0	 	0	0	0	0	452	0	169	0	1	0	6	0	0	0	 	0	0	46	0	0	0	1	0	0	0	223	0	110	0	112	0	15	492	0	472	0	340	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	 	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	21
391002002060100000000	391002002	39	ALLEGHENY COUNTY	ALLEGHENY COUNTY JAIL	1	1	2655	0	0	0	2655	0	34	0	1	1	0	2311	0	291	0	52	0	1	0	2655	0	53	0	635	0	63	0	1728	0	229	0	2655	0	985	0	1603	0	44	0	2	0	7	0	0	0	0	9	 	0	8	14	0	2655	0	113	0	0	0	11	0	0	0	 	0	0	53	0	2	0	1	0	0	0	180	0	407	0	461	0	15	2759	1	2670	1	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
398002002062000000000	398002002	39	ALLEGHENY COUNTY	COMMUNITY CORRECTIONS CENTER - GOODWILL	1	1	18	0	0	0	18	0	0	0	2	0	0	18	0	0	8	0	8	0	8	18	0	0	8	18	0	0	8	0	0	0	8	18	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	18	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	24	0	27	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398002002063000000000	398002002	39	ALLEGHENY COUNTY	THE PROGRAM FOR OFFENDERS, INC.	1	1	76	0	0	0	76	0	0	0	2	0	0	50	0	26	0	0	0	0	0	76	0	0	0	50	0	26	0	0	0	0	0	76	0	41	0	35	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	76	0	0	0	2	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	2	0	5	0	3	0	30	76	0	69	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398002002065000000000	398002002	39	ALLEGHENY COUNTY	ALLEGHENY COUNTY RENEWAL INCORPORATED	1	1	470	1	0	1	470	1	0	9	2	0	0	392	1	78	1	0	0	0	0	470	1	0	0	392	1	78	1	0	0	0	0	470	1	224	1	239	1	6	1	0	1	1	1	0	0	0	0	 	0	0	0	0	470	1	0	0	75	0	0	0	0	0	USPO	9	0	204	1	0	0	182	1	0	0	470	0	54	1	57	1	15	482	1	480	1	500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471003003061000000000	471003003	47	ALLEGHENY COUNTY	ALLEGHENY REGIONAL JAIL	12	1	81	0	0	0	81	0	0	0	1	5	0	69	0	12	0	0	0	0	0	81	0	0	0	32	0	3	0	37	0	9	0	81	0	62	0	18	0	0	0	0	0	0	0	0	0	0	0	 	0	0	1	0	81	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	7	0	0	0	7	0	32	0	28	0	28	92	0	74	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
151002002063000000000	151002002	15	ALLEN COUNTY	ALLEN COUNTY JAIL	1	1	880	0	0	0	880	0	60	0	1	0	9	739	0	141	0	0	9	0	9	880	0	4	0	163	1	17	1	576	1	124	1	880	0	345	0	466	0	62	0	1	0	6	0	0	9	0	9	 	0	9	0	0	880	0	90	0	0	9	0	0	0	0	 	0	0	46	0	0	0	0	0	0	0	136	0	404	0	267	0	30	880	0	750	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181002002061000000000	181002002	18	ALLEN COUNTY	ALLEN COUNTY DETENTION CENTER	9	5.5377	84	0	0	0	84	0	0	0	1	5	0	52	0	32	0	0	0	0	0	84	0	0	0	33	0	22	0	19	1	10	1	84	0	78	0	6	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	84	0	0	0	0	0	0	0	0	0	 	0	0	55	0	1	0	4	0	1	0	61	0	30	0	25	0	8	85	0	85	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
361002002061000000000	361002002	36	ALLEN COUNTY	ALLEN COUNTY JAIL	7	1.4136	231	0	5	0	236	0	7	0	2	0	0	191	0	40	0	0	0	0	0	231	0	0	0	56	0	21	0	135	1	19	1	231	0	119	0	105	0	6	0	0	0	1	0	0	0	0	0	 	0	0	0	0	231	0	0	0	0	0	6	0	0	0	 	0	0	77	0	0	0	0	0	0	0	83	0	101	0	103	0	22	251	0	220	0	210	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	 	0	0	5	0	0	9	0	9	0	9	0	9	5	0	0	9	0	9	5	0	5
471005005061000000000	471005005	47	AMHERST COUNTY	AMHERST COUNTY JAIL	4	7.5625	93	1	0	0	93	1	1	1	1	12	0	80	0	13	0	0	0	0	0	93	1	0	0	38	1	7	1	42	1	6	1	93	1	47	0	45	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	93	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	93	0	2	0	28	108	0	88	1	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
411004004061000000000	411004004	41	ANDERSON COUNTY	ANDERSON COUNTY JAIL	7	1.4136	511	0	14	0	525	0	12	0	1	10	0	445	0	60	0	6	0	0	0	511	0	6	0	120	0	7	0	331	1	53	1	511	0	275	0	223	0	12	0	0	0	1	0	0	0	0	0	 	0	0	0	0	511	0	0	0	0	0	0	0	0	0	 	0	0	23	0	0	0	0	0	0	0	23	0	157	0	144	0	1	517	0	445	0	257	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	14	0	13	0	1	0	0	0	0	0	14	0	0	0	14	0	14	0	24
441003003061000000000	441003003	44	ANGELINA COUNTY	ANGELINA COUNTY JAIL	7	1.4136	276	0	0	0	276	0	5	0	1	0	0	233	0	43	0	0	0	0	0	276	0	0	0	66	0	16	0	167	0	27	0	276	0	156	0	82	0	37	0	1	0	0	0	0	0	0	0	 	0	0	0	0	276	0	23	0	0	0	5	0	0	0	 	0	0	15	0	0	0	0	0	0	0	43	0	130	0	146	0	30	276	0	267	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211002002060000017100	211002002	21	ANNE ARUNDEL COUNTY	ANNE ARUNDEL COUNTY	1	1	1097	0	942	0	2039	0	37	0	1	91	0	948	0	133	0	16	0	0	0	1097	0	16	0	407	0	57	0	557	0	76	0	1097	0	573	0	485	0	36	0	0	0	2	0	0	0	0	0	 	0	0	1	0	1097	0	0	0	0	0	0	0	0	0	 	0	0	4	0	2	0	1	0	0	0	7	0	200	0	187	0	14	1132	0	1082	0	1175	0	77	0	0	0	429	0	0	0	435	0	0	0	0	0	Daily Monitoring	1	0	942	0	0	9	0	9	0	9	0	9	942	0	467	0	475	0	942	0	1033
241002002060100000000	241002002	24	ANOKA COUNTY	ANOKA COUNTY WORK RELEASE #1 & 4	7	1.4136	131	0	0	0	131	0	2	0	2	0	0	119	0	12	0	0	0	0	0	131	0	0	0	119	0	12	0	0	0	0	0	131	0	110	0	14	0	0	0	2	0	3	0	0	0	0	0	 	0	0	2	0	131	0	0	0	6	0	0	0	0	0	 	0	0	11	0	0	0	3	0	0	0	20	0	46	0	30	0	7	173	0	143	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241002002061000000000	241002002	24	ANOKA COUNTY	ANOKA COUNTY JAIL	7	1.4136	233	0	0	8	233	0	28	0	2	0	0	230	0	3	0	0	0	0	0	233	0	0	0	2	0	0	0	228	0	3	0	233	0	0	0	88	0	0	0	4	0	3	0	0	0	0	0	White/Hispanic	138	0	0	0	233	0	78	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	78	0	278	0	265	0	9	240	0	224	0	248	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0
241002002062000000000	241002002	24	ANOKA COUNTY	Anoka County Adult Correctional Ctr - Med Sec	7	1.4136	37	0	0	0	37	0	0	0	2	0	0	16	0	21	0	0	0	0	0	37	0	0	0	16	1	9	1	0	1	12	1	37	0	30	1	3	1	2	1	1	1	1	1	0	1	0	1	 	0	1	0	1	37	0	0	1	0	1	0	1	0	1	 	0	1	0	9	0	1	0	9	0	1	0	9	0	9	0	9	0	0	9	64	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341004004061000000000	341004004	34	ANSON COUNTY	ANSON COUNTY JAIL	5	11.3636	51	0	0	0	51	0	0	0	1	0	0	49	0	2	0	0	0	0	0	51	0	0	0	5	0	0	0	44	0	2	0	51	0	10	1	39	1	2	1	0	0	0	0	0	0	0	0	 	0	0	0	0	51	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	56	1	56	1	30	73	0	55	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
061003003061000000000	061003003	06	ARAPAHOE COUNTY	ARAPAHOE COUNTY JAIL	1	1	1256	0	15	0	1271	0	159	0	1	29	0	1111	0	145	0	0	0	0	0	1256	0	0	0	575	0	80	0	536	0	65	0	1256	0	704	0	400	0	130	0	5	0	14	0	0	0	2	0	 	0	0	1	0	1256	0	0	0	0	0	105	0	0	0	 	0	0	1	0	0	0	5	0	8	0	119	0	345	0	309	0	30	1256	0	1190	0	720	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	 	0	0	15	0	15	0	0	0	0	0	0	0	15	0	15	0	0	0	15	0	44
471007007061000000000	471007007	47	ARLINGTON COUNTY	ARLINGTON COUNTY JAIL	1	1	581	0	251	0	832	0	205	1	1	6	0	505	0	72	0	4	0	0	0	581	0	4	0	260	1	39	1	249	1	33	1	581	0	211	1	270	1	93	1	0	1	6	1	1	1	0	9	 	0	0	0	0	581	0	10	0	0	0	73	0	0	0	DC Court Marshall	1	0	10	0	0	0	22	0	0	0	116	0	126	1	147	1	1	637	0	637	0	509	0	0	0	4	0	42	0	0	0	205	0	0	0	0	0	 	0	0	251	0	213	1	38	1	0	0	0	0	251	0	42	0	209	0	251	0	257
191003003061000000000	191003003	19	ASCENSION PARISH	ASCENSION PARISH JAIL	7	1.4136	273	0	0	0	273	0	0	9	1	3	0	253	0	16	0	4	0	0	0	273	0	4	0	23	0	0	0	234	0	16	0	273	0	109	0	162	1	1	0	0	0	1	0	0	0	0	0	 	0	0	0	0	273	0	16	0	0	0	0	0	0	0	 	0	0	23	0	0	0	0	0	0	0	39	0	59	0	77	0	19	298	0	294	1	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
171003003061000000000	171003003	17	ATCHISON COUNTY	ATCHISON COUNTY JAIL	9	5.5377	65	0	0	0	65	0	0	9	2	0	0	58	0	7	0	0	0	0	0	65	0	0	0	24	1	6	1	34	1	1	1	65	0	51	1	11	1	3	1	0	1	0	1	0	1	0	1	 	0	1	0	1	65	0	0	9	0	1	0	1	0	1	 	0	1	0	9	0	1	0	9	0	1	0	9	0	9	0	9	0	0	9	65	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361005005061000000000	361005005	36	ATHENS COUNTY	SOUTHEASTERN OHIO REGIONAL JAIL	12	1	209	0	0	0	209	0	0	0	2	0	0	187	0	22	0	0	0	0	0	209	0	0	0	93	0	11	0	94	0	11	0	209	0	201	0	8	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	209	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	24	0	0	0	24	0	89	0	92	0	2	217	0	187	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112060002060000006700	112060002	11	ATLANTA CITY	ATLANTA CITY	1	1	1116	0	0	0	1116	0	135	1	1	16	1	971	1	145	1	0	0	0	0	1116	0	0	8	55	1	45	1	916	1	100	1	1116	0	79	1	725	1	290	1	0	9	22	1	0	9	0	9	 	0	9	0	9	1116	0	257	0	0	8	150	0	0	8	 	0	0	0	0	0	0	0	0	0	0	407	0	738	0	361	1	2	1186	0	1064	0	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
311001001061000000000	311001001	31	ATLANTIC COUNTY	ATLANTIC COUNTY JAIL - DEPT. OF PUBLIC SAFETY	1	1	977	0	145	0	1122	0	0	9	1	5	0	835	0	138	0	4	0	0	0	977	0	4	0	394	1	94	1	445	1	44	1	977	0	263	0	527	0	174	0	0	0	4	0	0	0	0	0	 	0	0	9	0	977	0	0	0	1	0	1	0	0	0	 	0	0	59	0	0	0	0	0	0	0	61	9	196	0	2111	0	0	0	9	1000	0	823	0	25	0	20	0	0	0	100	0	0	0	0	0	0	0	 	0	8	145	0	0	9	0	9	0	9	0	9	145	0	0	9	0	9	145	0	150
361006006061000000000	361006006	36	AUGLAIZE COUNTY	AUGLAIZE COUNTY JAIL	9	5.5377	78	0	0	0	78	0	2	0	2	0	0	66	0	12	0	0	0	0	0	78	0	0	8	47	0	7	0	19	0	5	0	78	0	74	0	2	0	2	0	0	0	0	0	0	0	0	0	 	0	8	0	8	78	0	0	0	0	0	1	0	0	0	Other jurisdiction	1	0	0	0	0	0	1	0	0	0	3	0	20	0	18	0	4	84	0	80	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112121001060000019000	112121001	11	RICHMOND COUNTY	AUGUSTA-RICHMOND COUNTY	1	1	1093	0	0	0	1093	0	3	1	2	0	0	920	1	135	1	36	1	2	1	1093	0	38	1	179	1	35	1	777	1	102	1	1093	0	219	1	872	1	2	1	0	0	0	0	0	0	0	0	 	0	0	0	0	1093	0	6	1	0	0	0	0	0	0	 	0	0	61	0	0	0	2	1	1	1	70	1	289	0	295	0	25	1137	0	1193	0	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191005005060000007100	191005005	19	AVOYELLES PARISH	AVOYELLES PARISH	1	1	1231	0	0	8	1231	0	1	0	1	0	9	734	0	497	0	0	0	0	0	1231	0	0	8	620	0	459	0	114	1	38	0	1231	0	473	0	756	1	0	8	0	0	2	0	0	8	0	8	 	0	0	0	0	1231	0	0	0	0	0	0	0	0	0	 	0	0	1079	0	0	0	23	0	0	0	1102	0	94	0	1116	0	25	1250	0	1230	1	1262	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0
111004004061000000000	111004004	11	BAKER COUNTY	BAKER COUNTY JAIL	10	15.7	9	0	0	0	9	0	0	0	2	0	0	9	0	0	0	0	0	0	0	9	0	0	0	7	1	0	0	2	1	0	0	9	0	2	1	7	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	9	10	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212004001060000008900	212004001	21	BALTIMORE CITY	BALTIMORE CITY	1	1	4265	0	28	0	4293	0	4293	1	1	37	0	3599	0	574	0	80	0	12	0	4265	0	92	0	315	0	70	0	3364	0	516	0	4265	0	469	1	3711	1	0	1	0	1	0	1	0	1	0	1	 	0	1	85	1	4265	1	0	0	0	0	0	0	0	0	 	0	0	385	0	0	0	6	1	0	0	391	0	790	0	742	0	23	4265	1	4010	0	3683	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	28	0	23	0	5	0	0	0	0	0	28	0	0	0	28	0	28	0	65
211003003060000008500	211003003	21	BALTIMORE COUNTY	BALTIMORE COUNTY BUREAU OF CORRECTIONS	1	1	1327	0	1754	0	3081	0	69	0	1	27	0	1097	0	181	0	47	0	2	0	1327	0	49	0	500	0	89	0	644	1	94	1	1327	0	610	0	658	0	45	0	7	0	4	0	2	0	0	0	 	0	0	1	0	1327	0	0	0	1	0	1	0	0	0	 	0	0	24	0	2	0	3	0	0	0	31	0	334	0	331	0	1	1438	0	1381	0	1513	0	42	0	0	0	940	0	0	0	106	0	0	0	47	0	TASC - Treatment Alternatives to Street Crime Program	619	0	1754	0	1078	0	616	0	58	0	2	0	1754	0	1646	0	108	0	1754	0	1781
411005005061000000000	411005005	41	BAMBERG COUNTY	BAMBERG COUNTY JAIL	10	15.7	36	0	0	0	36	0	1	0	1	1	0	32	0	2	0	2	0	0	0	36	0	2	0	13	0	1	0	21	1	1	1	36	0	4	0	31	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	36	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	0	1	0	2	0	4	0	18	0	27	46	0	34	0	64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
181005005060300000000	181005005	18	BARREN COUNTY	BARREN COUNTY CORRECTIONAL CENTER	8	2.7519	169	1	0	0	169	1	0	0	1	0	9	139	1	30	1	0	0	0	0	169	0	0	0	82	1	13	1	57	1	17	1	169	0	139	1	25	1	3	1	0	1	0	1	0	1	2	1	 	0	1	0	1	169	0	1	0	0	0	0	0	0	0	 	0	0	0	9	0	9	0	9	0	9	1	0	80	0	74	0	0	0	9	161	1	119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
